연도,학년,과목,문형,문항번호,성취기준_코드,시대,문제형식,세부형식,자료핵심요소,정답,정답핵심요소,이미지경로,원본PDF,처리일시
2024,고2,한국사,나형,8,10한사1-02-01,개항기,수업형,자료 검색,"척화비, 흥선 대원군",5,통상 수교 거부,output/images/basic/2024_고2_한국사_나형_8.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,9,10한사1-02-02,개항기,대화형,학생 2인 대화,강화도 조약,3,불평등 조약,output/images/basic/2024_고2_한국사_나형_9.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,10,10한사1-02-03,개항기,카드형,인물 카드,"전봉준, 동학 농민 운동",4,동학 농민 운동,output/images/basic/2024_고2_한국사_나형_10.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,11,10한사1-02-04,일제강점기,수업형,교사 설명,을사늑약,1,외교권 박탈,output/images/basic/2024_고2_한국사_나형_11.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,12,10한사1-02-04,개항기,자료 제시형,포스터,"독도, 울도군",2,안용복 영토 수호,output/images/basic/2024_고2_한국사_나형_12.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,13,10한사1-02-05,일제강점기,영상자료형,뉴스 방송,국채 보상 운동,4,금연 성금 모금,output/images/basic/2024_고2_한국사_나형_13.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,14,10한사1-02-06,개항기,역사 신문형,단일 기사,경인선 철도,1,왕의 전화,output/images/basic/2024_고2_한국사_나형_14.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,15,10한사2-01-01,일제강점기,수업형,학습 카드,무단 통치,2,무단 통치,output/images/basic/2024_고2_한국사_나형_15.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,16,10한사2-01-01,일제강점기,대화형,학생 2인 대화,문화 통치,5,문화 통치 허구성,output/images/basic/2024_고2_한국사_나형_16.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,17,10한사2-01-02,일제강점기,퀴즈형,힌트 퀴즈,유관순,3,유관순,output/images/basic/2024_고2_한국사_나형_17.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,18,10한사2-01-03,일제강점기,역사 신문형,단일 기사,청산리 대첩,4,청산리 대첩,output/images/basic/2024_고2_한국사_나형_18.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,19,10한사2-01-04,일제강점기,수업형,발표 수업,문맹 퇴치,4,문자 보급,output/images/basic/2024_고2_한국사_나형_19.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,20,10한사2-01-05,일제강점기,수업형,다큐 기획,창씨개명,5,일본식 성명 강요,output/images/basic/2024_고2_한국사_나형_20.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,21,10한사2-01-06,일제강점기,수업형,교사 설명,의열 투쟁,2,의열 투쟁,output/images/basic/2024_고2_한국사_나형_21.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,22,10한사2-02-01,현대,인터뷰형,역사 인물 인터뷰,김구,5,통일 정부 수립,output/images/basic/2024_고2_한국사_나형_22.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,23,10한사2-02-02,현대,마인드맵형,인과 관계도,대한민국 정부 수립,5,대한민국 정부 수립,output/images/basic/2024_고2_한국사_나형_23.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,24,10한사2-02-02,현대,대화형,만화 대화,반민특위,4,친일파 청산,output/images/basic/2024_고2_한국사_나형_24.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,25,10한사2-02-03,현대,답사형,표지석 답사,인천 상륙,4,6·25 전쟁,output/images/basic/2024_고2_한국사_나형_25.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,26,10한사2-02-04,현대,수업형,교사 설명,4·19 혁명,4,이승만 하야,output/images/basic/2024_고2_한국사_나형_26.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,27,10한사2-02-05,현대,영상자료형,TV 뉴스,수출 100억 달러,1,경제 성장,output/images/basic/2024_고2_한국사_나형_27.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,28,10한사2-02-04,현대,수업형,사진 전시,5·18 광주,3,신군부 쿠데타,output/images/basic/2024_고2_한국사_나형_28.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,29,10한사2-02-06,현대,수업형,필기 노트,6월 민주 항쟁,2,민주주의 발전,output/images/basic/2024_고2_한국사_나형_29.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2024,고2,한국사,나형,30,10한사2-02-08,현대,수업형,차례 자료,6·15 선언,5,평화 통일,output/images/basic/2024_고2_한국사_나형_30.png,input/pdf/(2024)고2한국사(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,1,9역07-01,삼국시대 이전,실내전시형,박물관 유물 해설(도슨트),"신석기 시대, 식량 저장·조리 도구",1,빗살무늬 토기,output/images/basic/2025_고1_역사_가형_1.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,2,9역07-01,삼국시대 이전,메신저형,모바일 메신저 대화(학생 3인),"고조선 건국, 단군왕검",5,8조법 시행,output/images/basic/2025_고1_역사_가형_2.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,3,9역07-02,삼국시대 이전,자료 제시형,삽화 자료(인물 설명),옥저의 혼인 풍습,4,민며느리제,output/images/basic/2025_고1_역사_가형_3.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,4,9역07-03,삼국시대,마인드맵형,인물 업적 뇌구조 그리기,"진흥왕, 화랑도 개편, 관산성 전투, 순수비 건립",2,한강 유역 차지,output/images/basic/2025_고1_역사_가형_4.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,5,9역07-04,삼국시대,실내전시형,박물관 전시 안내(보기 사진 선택),"삼국 시대 불교 예술, 금동 미륵보살 반가 사유상",3,금동 연가 7년명 여래 입상(고구려 불상),output/images/basic/2025_고1_역사_가형_5.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,6,9역08-01,삼국시대,자료 제시형,삽화 자료(전투 장면),"을지문덕, 살수",3,고구려와 수의 전쟁(살수 대첩),output/images/basic/2025_고1_역사_가형_6.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,7,9역08-01,삼국시대,대화형,대립 인물 발언(VS 구도),"황산벌 전투, 계백, 김유신",2,신라의 삼국 통일,output/images/basic/2025_고1_역사_가형_7.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,8,9역08-02,남북국시대,수업형,교사와 학생 대화,"신문왕, 김흠돌의 난 진압, 왕권 강화",3,관료전 지급(녹읍 폐지),output/images/basic/2025_고1_역사_가형_8.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,9,9역08-03,남북국시대,자료 제시형,기념우표 제작 활동(수행평가),"김대성, 인공 석굴 사원, 통일 신라 불교 건축 기술",1,석굴암,output/images/basic/2025_고1_역사_가형_9.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,10,9역08-02,남북국시대,퀴즈형,골든벨 퀴즈,"대조영의 건국, 해동성국",5,발해,output/images/basic/2025_고1_역사_가형_10.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,11,9역08-03,남북국시대,자료 제시형,역사 탐구 보고서(유물 비교),고구려·발해의 온돌과 막새 비교,4,발해 문화에 나타난 고구려 문화의 영향,output/images/basic/2025_고1_역사_가형_11.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,12,9역09-01,고려,수업형,역사 역할극 대화(2인),"견훤의 고려 귀순, 왕건",4,고려의 후삼국 통일,output/images/basic/2025_고1_역사_가형_12.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,13,9역09-01,고려,대화형,신하와 왕 대화,"최승로의 시무 28조 건의, 성종",1,12목에 지방관 파견,output/images/basic/2025_고1_역사_가형_13.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,14,9역09-01,고려,퀴즈형,인물 검색 앱 퀴즈,"서경 천도 운동, 국호 대위, 반란과 진압",4,묘청,output/images/basic/2025_고1_역사_가형_14.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,15,9역09-02,고려,영상자료형,영상 자료(다큐멘터리 예고),"강감찬, 거란의 침입",5,귀주 대첩,output/images/basic/2025_고1_역사_가형_15.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,16,9역09-03,고려,대화형,왕과 신하 대화,"공민왕, 쌍성총관부 공격, 반원 자주 정책",2,몽골식 풍속 금지,output/images/basic/2025_고1_역사_가형_16.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,17,9역09-04,고려,자료 제시형,이달의 문화유산 소개,"몽골 침입 극복 염원, 대장경 판각, 세계 기록 유산",3,팔만대장경,output/images/basic/2025_고1_역사_가형_17.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,18,9역10-01,조선,대화형,학생 3인 대화,"위화도 회군, 정도전, 조선 건국 과정",5,이성계,output/images/basic/2025_고1_역사_가형_18.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,19,9역10-03,조선,수업형,교사 퀴즈 설명(스크린),"사초 정리, 사고 보관, 세계 기록 유산",1,조선왕조실록,output/images/basic/2025_고1_역사_가형_19.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,20,9역10-04,조선,카드형,복합 삽화 카드(전투 장면 2건),"이순신의 학익진, 권율의 행주산성 전투",3,임진왜란의 주요 전투,output/images/basic/2025_고1_역사_가형_20.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,21,9역10-04,조선,자료 제시형,삽화 자료(전투 장면),"남한산성 포위, 청군의 침입",2,북벌 운동,output/images/basic/2025_고1_역사_가형_21.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,22,9역11-01,조선,마인드맵형,붕당 정치 전개 흐름도,"자의대비 상복 논쟁, 노론과 소론 분화, 성균관 붕당 경계비",1,예송과 탕평비,output/images/basic/2025_고1_역사_가형_22.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,23,9역11-01,조선,수업형,인물 탐구 계획서(수행평가),"정조, 규장각 설치, 서얼 등용",3,수원 화성 건설,output/images/basic/2025_고1_역사_가형_23.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,24,9역11-03,조선,카드형,문화유산 카드(보기 사진 선택),"김정호, 22첩 목판본 지도 제작",5,대동여지도,output/images/basic/2025_고1_역사_가형_24.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,25,9역11-04,조선,자료 제시형,서민 문화 축제 초대장,"조선 후기 서민 문화, 양반 풍자",1,"칠지도(삼국 시대 유물, 조선 후기 서민 문화와 무관)",output/images/basic/2025_고1_역사_가형_25.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,26,9역12-01,개항기,역사 신문형,특별 강연 안내문,"안용복의 활동, 대한 제국 칙령 제41호, 러일 전쟁 중 일본의 영토 편입",4,독도,output/images/basic/2025_고1_역사_가형_26.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,27,9역12-01,개항기,카드형,복합 삽화 카드(전시 패널 3건),"을미사변, 단발령, 을사늑약, 고종 강제 퇴위",5,항일 의병 운동의 전개,output/images/basic/2025_고1_역사_가형_27.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,28,9역12-01,일제강점기,답사형,유적(묘소) 해설(가이드 1명),"봉오동 전투, 대한 독립군, 소련 강제 이주",2,홍범도,output/images/basic/2025_고1_역사_가형_28.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,29,9역12-03,현대,카드형,카드뉴스 자료(3장 슬라이드),"박종철 고문치사 사건, 6·29 민주화 선언",4,6월 민주 항쟁,output/images/basic/2025_고1_역사_가형_29.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,가형,30,9역12-04,현대,수업형,교사 자료 설명(스크린 사진),"정전 협정 체결, 판문점, 남북 분단",5,인천 상륙 작전(6·25 전쟁 중 사실),output/images/basic/2025_고1_역사_가형_30.png,input/pdf/고1한국사/(2025)고1역사2(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,1,9역07-01,삼국시대 이전,메신저형,온라인 대화창(학생 2인),"구석기 시대 생활 모습(동굴·막집 거주, 뗀석기 사용)",3,구석기 시대의 뗀석기인 주먹도끼,output/images/basic/2025_고1_역사_나형_1.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,2,9역07-01,삼국시대 이전,퀴즈형,골든벨 퀴즈(힌트 카드),단군왕검의 건국 이야기와 8조법을 통한 사회 질서 유지,5,고조선,output/images/basic/2025_고1_역사_나형_2.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,3,9역07-02,삼국시대,자료 제시형,삽화 자료(인물 설명),서옥제 혼인 풍습,1,주몽의 고구려 건국,output/images/basic/2025_고1_역사_나형_3.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,4,9역07-03,삼국시대,마인드맵형,업적 정리 퍼즐도,"장수왕의 남진 정책과 대외 교류(충주 고구려비, 평양 천도, 중국 남북조 교류)",2,한강 유역 차지,output/images/basic/2025_고1_역사_나형_4.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,5,9역08-03,남북국시대,카드형,인물 카드 자료,통일 신라 승려의 깨달음 일화와 불교 대중화,2,원효의 불교 대중화,output/images/basic/2025_고1_역사_나형_5.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,6,9역07-04,삼국시대,실내전시형,박물관 키오스크 안내,신라 선덕여왕 시기 천문 관측 기구,3,경주 첨성대,output/images/basic/2025_고1_역사_나형_6.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,7,9역08-01,삼국시대,계획서형,다큐멘터리 기획안,고구려의 수·당 침입 격퇴 과정,5,을지문덕의 살수 대첩 승리,output/images/basic/2025_고1_역사_나형_7.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,8,9역08-01,삼국시대,마인드맵형,전개 과정 게시판,나당 동맹 결성부터 신라의 삼국 통일 완성까지의 과정,1,백제의 멸망,output/images/basic/2025_고1_역사_나형_8.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,9,9역08-02,남북국시대,인터뷰형,기자와 인물 인터뷰(신문왕),신문왕의 통치 체제 정비,4,9주 5소경의 지방 행정 제도 정비,output/images/basic/2025_고1_역사_나형_9.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,10,9역08-02,남북국시대,자료 제시형,전자칠판 문화유산 설명,발해의 고구려 계승과 해동성국의 번성,1,대조영의 발해 건국,output/images/basic/2025_고1_역사_나형_10.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,11,9역08-03,남북국시대,대화형,학생 3인 대화(탐구 주제 판서),발해 기와의 고구려 문화 계승과 일본에 보낸 국서의 고려국왕 명칭,4,발해의 고구려 계승 의식,output/images/basic/2025_고1_역사_나형_11.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,12,9역09-01,고려,자료 제시형,공연 포스터 자료,왕건의 후삼국 통일 과정,5,경순왕의 고려 귀부(신라의 고려 병합),output/images/basic/2025_고1_역사_나형_12.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,13,9역09-01,고려,수업형,학생 발표(스마트보드 그림 설명),광종의 왕권 강화 정책,1,과거제 시행,output/images/basic/2025_고1_역사_나형_13.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,14,9역09-01,고려,수업형,역할극(3인 대화),묘청의 서경 천도 운동과 김부식의 반대,2,묘청,output/images/basic/2025_고1_역사_나형_14.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,15,9역09-02,고려,카드형,QR코드 인물 설명 자료,윤관의 여진 정벌 대비책,1,별무반 조직,output/images/basic/2025_고1_역사_나형_15.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,16,9역09-03,고려,대화형,왕과 신하 대화(2인),공민왕의 반원 자주 개혁 정책,4,몽골 풍습(변발·호복) 금지,output/images/basic/2025_고1_역사_나형_16.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,17,9역09-04,고려,답사형,문화유산 현장 가이드 설명,합천 해인사에 보관된 몽골 격퇴 기원 대장경,5,팔만대장경,output/images/basic/2025_고1_역사_나형_17.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,18,9역10-01,조선,수업형,학생 3인 대화(원탁 토론),"이성계의 위화도 회군과 한양 천도, 유교 통치 체제 정비",5,조선의 건국,output/images/basic/2025_고1_역사_나형_18.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,19,9역10-03,조선,자료 제시형,삽화 자료(왕의 하교),세종의 훈민정음 창제와 보급 명령,3,집현전 설치,output/images/basic/2025_고1_역사_나형_19.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,20,9역10-04,조선,대화형,신하 2인 대화(주전·주화 논쟁),병자호란 당시 남한산성에서의 주전론과 주화론 대립,2,병자호란의 전개,output/images/basic/2025_고1_역사_나형_20.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,21,9역10-04,조선,자료 제시형,웹페이지 Q&A 자료,"왜란 이후 전후 복구, 동의보감 편찬, 중립 외교",1,광해군의 정책,output/images/basic/2025_고1_역사_나형_21.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,22,9역11-01,조선,역사 신문형,단일 기사,대동법 시행에 따른 공납 방식 변화,5,토지가 없는 농민의 세 부담 감소,output/images/basic/2025_고1_역사_나형_22.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,23,9역11-01,조선,대화형,학생 2인 대화,정조가 창덕궁 후원에 설치한 학문·정책 연구 기구,2,규장각,output/images/basic/2025_고1_역사_나형_23.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,24,9역11-03,조선,자료 제시형,수행평가 보고서 자료,조선 후기 농업·상공업 중심의 실학자들과 개혁론,2,실학의 발달,output/images/basic/2025_고1_역사_나형_24.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,25,9역11-04,조선,실내전시형,회화 작품 전시 해설,신윤복의 풍속화와 서민 문화의 유행,5,장시에서 판소리를 즐기는 서민,output/images/basic/2025_고1_역사_나형_25.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,26,9역12-01,개항기,답사형,가이드 2인 대화(현장 답사),독도 표지석과 안용복의 활동,4,일본의 독도 불법 편입(국권 침탈 과정),output/images/basic/2025_고1_역사_나형_26.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,27,9역12-01,개항기,자료 제시형,삽화 자료(의병 봉기 장면),을미사변과 단발령에 반발한 의병 봉기,4,항일 의병 운동의 전개,output/images/basic/2025_고1_역사_나형_27.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,28,9역12-01,일제강점기,답사형,해외 유적 답사 가이드 설명,상하이 소재 임시정부 청사와 대한민국 임시 헌장,5,대한민국 임시 정부,output/images/basic/2025_고1_역사_나형_28.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,29,9역12-03,현대,마인드맵형,사건 전개 과정도,3·15 부정 선거에 대한 학생 시위와 이승만 하야,3,4·19 혁명,output/images/basic/2025_고1_역사_나형_29.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고1,역사,나형,30,9역12-04,현대,인터뷰형,참전 용사 인터뷰,인천 상륙 작전과 서울 수복,5,6·25 전쟁 중 판문점 정전 협상,output/images/basic/2025_고1_역사_나형_30.png,input/pdf/고1한국사/(2025)고1역사2(나형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,1,10한사1-01-01,삼국시대 이전,실내전시형,유물 제시,"빗살무늬 토기, 신석기 시대 농경·목축",1,간석기,output/images/basic/2025_고2_한국사_가형_1.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,2,10한사1-01-01,삼국시대,수업형,교사와 학생 대화,"광개토대왕명 호우, 5세기 고구려·신라 관계",3,주몽 고구려,output/images/basic/2025_고2_한국사_가형_2.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,3,10한사1-01-03,고려,퀴즈형,골든벨,"고려 광종, 왕권 강화 인재 등용 제도",1,과거제,output/images/basic/2025_고2_한국사_가형_3.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,4,10한사1-01-03,고려,인터뷰형,역사 인물 인터뷰,"윤관, 여진 정벌, 동북 9성",2,별무반,output/images/basic/2025_고2_한국사_가형_4.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,5,10한사1-01-04,고려,자료 제시형,단일 자료,"안향, 성리학 수용, 신진 사대부 사상",4,성리학,output/images/basic/2025_고2_한국사_가형_5.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,6,10한사1-01-05,조선,수업형,교사와 학생 대화,"조선 3사, 사헌부·사간원·홍문관",1,사헌부,output/images/basic/2025_고2_한국사_가형_6.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,7,10한사1-01-05,조선,수업형,발표 수업,"판옥선, 거북선, 임진왜란 해전",4,명량/거북선,output/images/basic/2025_고2_한국사_가형_7.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,8,10한사1-01-06,조선,수업형,학생 2인 대화,"김홍도 담배 썰기, 조선 후기 상품 작물",1,담배,output/images/basic/2025_고2_한국사_가형_8.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,9,10한사1-02-01,개항기,자료 제시형,단일 자료,"흥선 대원군 개혁, 서원 철폐·호포제·경복궁 중건",5,호포제,output/images/basic/2025_고2_한국사_가형_9.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,10,10한사1-02-02,개항기,수업형,교사와 학생 대화,"강화도 조약, 부산·인천·원산 개항",5,원산,output/images/basic/2025_고2_한국사_가형_10.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,11,10한사1-02-02,개항기,자료 제시형,복합 자료,"임오군란, 별기군 차별·밀린 급료",2,별기군,output/images/basic/2025_고2_한국사_가형_11.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
2025,고2,한국사,가형,12,10한사1-02-03,개항기,역사 신문형,단일 기사,"동학 농민군 재봉기, 한성 진격",5,한성진격,output/images/basic/2025_고2_한국사_가형_12.png,input/pdf/(2025)고2한국사(가형)검사지.pdf,2026-07-08T16:17:31+09:00
