연도,학년,과목,문형,문항번호,성취기준_코드,시대,문제형식,세부형식,자료핵심요소,정답,정답핵심요소,이미지경로,원본PDF,처리일시
2025(2026),고3,한국사,수능,16,10한사2-01-04,일제강점기,자료 제시형,단체 설명 자료,"근우회, 신간회, 여성 운동",5,근우회의 민족주의 계열과 사회주의 계열이 함께 참여한 좌우 합작 성격,output/images/mock/2025(2026)_고3_한국사_수능_16.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,17,10한사2-02-01,현대,자료 제시형,선거 사료,"5·10 총선거, 대한민국 선거사, 보통 선거",2,제헌 국회 의원 선출을 통한 대한민국 정부 수립 기반 마련,output/images/mock/2025(2026)_고3_한국사_수능_17.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,18,10한사2-02-04,현대,자료 제시형,담화문 자료,"제4차 경제 개발 5개년 계획, 새마을 운동, 박정희 정부",2,박정희 정부 말기 노동 탄압과 유신 체제 위기를 드러낸 YH 무역 사건,output/images/mock/2025(2026)_고3_한국사_수능_18.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,19,10한사2-02-03,현대,자료 제시형,호소문 자료,"4·19 혁명, 3·15 부정 선거, 이승만 하야",1,이승만 대통령 퇴진과 재선거·내각책임제 개헌으로 이어진 4·19 혁명 결과,output/images/mock/2025(2026)_고3_한국사_수능_19.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2025(2026),고3,한국사,수능,20,10한사2-03-03,현대,자료 제시형,연표와 외교 담화 자료,"남북한 유엔 동시 가입, 다자 외교, 남북 관계",4,1991년 남북한 유엔 동시 가입이 6월 민주 항쟁 이후 6·15 남북 공동 선언 이전에 이루어짐,output/images/mock/2025(2026)_고3_한국사_수능_20.png,input/pdf/수능/(2026)한국사(수능)검사지.pdf,2026-07-12T13:55:31+09:00
2023(2024),고3,한국사,수능,1,10한사1-01-01,삼국시대 이전,자료 제시형,고인돌 사진과 AR 안내,"고인돌, 농업 생산량 증가, 계급 발생, 군장",5,청동기 시대의 비파형 동검 제작,output/images/mock/2023(2024)_고3_한국사_수능_1.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,2,10한사1-01-01,남북국시대,자료 제시형,단일 사료,"가독부, 선조성, 정당성, 5경 15부 62주",2,발해 주자감 설립,output/images/mock/2023(2024)_고3_한국사_수능_2.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,3,10한사1-01-02,고려,자료 제시형,시기 비교 사료,"이의방, 정중부, 무신 정변, 위화도 회군, 최영",5,무신 정변과 위화도 회군 사이 전민변정도감 설치,output/images/mock/2023(2024)_고3_한국사_수능_3.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,4,10한사1-01-02,고려,수업형,화상 수업,"고려 건국, 현릉, 후삼국 통일, 호족 포용, 북진 정책",1,태조 왕건의 훈요 10조,output/images/mock/2023(2024)_고3_한국사_수능_4.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,5,10한사1-01-03,조선,메신저형,학생 메신저 대화,"조선 제9대 왕, 홍문관, 국조오례의, 사림 등용",2,성종의 경국대전 반포,output/images/mock/2023(2024)_고3_한국사_수능_5.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,6,10한사1-01-04,조선,자료 제시형,도서 삽화와 해설,"무예도보통지, 규장각, 장용영, 이덕무, 박제가, 백동수",2,정조의 탕평책 추진,output/images/mock/2023(2024)_고3_한국사_수능_6.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,7,10한사1-03-01,개항기,수업형,발표 수업,"운요호 사건, 강화도, 초지진, 일본 군함",3,운요호 사건을 구실로 한 조·일 수호 조규 체결,output/images/mock/2023(2024)_고3_한국사_수능_7.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,8,10한사1-03-02,개항기,자료 제시형,단일 사료,"어윤중, 마건충, 구식 군인, 급료 미지급, 궁궐 난입",1,급료 미지급에 분노한 구식 군인의 임오군란,output/images/mock/2023(2024)_고3_한국사_수능_8.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,9,10한사1-03-02,개항기,역사 신문형,신문 기사와 유물 사진,"농민군, 전봉준, 대접주 임명장, 1894~1895, 세계 기록 유산",2,동학 농민 운동의 집강소 개혁,output/images/mock/2023(2024)_고3_한국사_수능_9.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,10,10한사2-01-05,일제강점기,수업형,교사 설명과 법령 자료,"중일 전쟁, 국가 총동원법, 강제 동원, 징용",4,전시 체제하 황국 신민 서사 암송 강요,output/images/mock/2023(2024)_고3_한국사_수능_10.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,11,10한사1-03-04,개항기,대화형,인물 2인 대화,"보안회, 종로 대중 집회, 국토 수호, 의연금",3,일본의 황무지 개간권 요구에 대한 반대 운동,output/images/mock/2023(2024)_고3_한국사_수능_11.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,12,10한사2-01-04,일제강점기,자료 제시형,문학 작품 제시,"백정, 개벽, 봉화가 켜질 때에, 1925",4,형평 운동의 전개,output/images/mock/2023(2024)_고3_한국사_수능_12.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,13,10한사2-01-03,일제강점기,수업형,모둠 토론,"장인환, 전명운, 미주 한인 단체 통합, 파리 강화 회의",1,대한인 국민회의 민족 운동,output/images/mock/2023(2024)_고3_한국사_수능_13.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,14,10한사1-03-04,개항기,자료 제시형,프로그램 화면 속 잡지,"외교권 박탈, 베델, 포풀러 매거진, 대한 제국",4,을사늑약이 헤이그 특사 파견의 원인이 됨,output/images/mock/2023(2024)_고3_한국사_수능_14.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,15,10한사2-01-03,일제강점기,자료 제시형,일기 사료와 해설,"대한 독립 만세, 고종 서거, 민족 자결주의, 매티 노블",1,3·1 운동이 이른바 문화 통치 실시의 계기가 됨,output/images/mock/2023(2024)_고3_한국사_수능_15.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,16,10한사2-01-05,일제강점기,자료 제시형,단일 사료,"OSS, 국내 진공 계획, 광복 전쟁, 독립군",5,한국 광복군의 인도·미얀마 전선 투입,output/images/mock/2023(2024)_고3_한국사_수능_16.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,17,10한사2-02-01,현대,자료 제시형,선거 포스터와 설명,"5·10 총선거, 유엔 한국 임시 위원단, 투표함, 공보부",2,제헌 국회 의원 선출,output/images/mock/2023(2024)_고3_한국사_수능_17.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,18,10한사2-03-01,현대,자료 제시형,연설문,"금융 실명제, 부동산 실명제, 국민 소득 1만 달러, 지방 자치제",4,김영삼 정부의 OECD 가입,output/images/mock/2023(2024)_고3_한국사_수능_18.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,19,10한사2-02-03,현대,영상자료형,극장 뉴스 영상,"4월 19일, 3·15 부정 선거, 12년 독재 정부, 대한뉴스",5,4·19 혁명이 내각 책임제 개헌의 계기가 됨,output/images/mock/2023(2024)_고3_한국사_수능_19.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2023(2024),고3,한국사,수능,20,10한사2-03-03,현대,역사 장면형,라디오 방송 청취 장면과 연표,"7·4 남북 공동 성명, 자주·평화·민족 대단결, 남북 조절 위원회",3,5·16과 유신 헌법 사이(다) 시기 발표,output/images/mock/2023(2024)_고3_한국사_수능_20.png,input/pdf/수능/(2024)한국사(수능)검사지.pdf,2026-07-14T14:03:29+09:00
2024(2025),고3,한국사,수능,1,10한사1-01-01,삼국시대 이전,자료 제시형,축제 포스터,"뗀석기, 주먹도끼, 슴베찌르개, 공주 석장리 유적, 막집",5,구석기 시대의 사냥·채집 중심 이동 생활,output/images/mock/2024(2025)_고3_한국사_수능_1.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,2,10한사1-01-02,고려,실내전시형,박물관 웹 소장품 소개,"제왕운기, 이승휴, 충렬왕, 단군",1,고려 국립 교육 기관 국자감 설립,output/images/mock/2024(2025)_고3_한국사_수능_2.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,3,10한사1-01-01,삼국시대,자료 제시형,문헌 자료,"개로왕, 고구려, 고국원왕, 장수왕, 북위, 부여",3,고구려의 수 침략 격퇴,output/images/mock/2024(2025)_고3_한국사_수능_3.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,4,10한사1-01-02,고려,수업형,고등학교 수업 과제·모바일 UI,"무신 정권, 정중부, 최충헌, 최우, 교정도감, 정방, 몽골 침입",3,무신 정권기 강화도 천도,output/images/mock/2024(2025)_고3_한국사_수능_4.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,5,10한사1-01-04,조선,실내전시형,특별전 키오스크·도슨트,"영조, 정조, 탕평 정책, 장서인, 탕평평탕",1,정조의 규장각 육성,output/images/mock/2024(2025)_고3_한국사_수능_5.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,6,10한사1-01-03,조선,답사형,야외 능·비각 가이드 해설,"건원릉, 신도비, 이성계, 홍건적, 왜구, 배극렴, 조준",4,이성계의 위화도 회군,output/images/mock/2024(2025)_고3_한국사_수능_6.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,7,10한사1-03-02,개항기,대화형,시대 복장 인물 2인 대화,"임오군란, 흥선 대원군, 별기군, 일본 공사관, 민겸호",5,임오군란 이후 조청 상민 수륙 무역 장정 체결,output/images/mock/2024(2025)_고3_한국사_수능_7.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,8,10한사1-03-04,개항기,자료 제시형,문헌 자료,"을사늑약, 제1차 한일 협약, 민영환, 최익현, 이상설, 헤이그 특사",2,을사늑약을 근거로 한 통감부 설치,output/images/mock/2024(2025)_고3_한국사_수능_8.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,9,10한사2-01-03,일제강점기,자료 제시형,격문·해설 복합 자료,"광주 학생 항일 운동, 식민지 노예 교육, 민족 차별, 신간회",5,신간회의 조사단 파견·지원,output/images/mock/2024(2025)_고3_한국사_수능_9.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,10,10한사2-01-01,일제강점기,자료 제시형,그림·해설 복합 자료,"시정 5년 기념 조선 물산 공진회, 헌병 경찰제, 경복궁, 1910년대",3,1910년대 토지 조사 사업 실시,output/images/mock/2024(2025)_고3_한국사_수능_10.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,11,10한사1-03-02,개항기,자료 제시형,시기 비교 사료,"홍범 14조, 아관파천, 러시아 공사관, 을미사변",5,홍범 14조 반포와 아관파천 사이 을미사변 발생,output/images/mock/2024(2025)_고3_한국사_수능_11.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,12,10한사1-03-04,개항기,자료 제시형,웹페이지 인물 소개,"베델, 양기탁, 대한매일신보, 의병 운동, 국채 보상 운동",4,대한매일신보의 국채 보상 운동 지원,output/images/mock/2024(2025)_고3_한국사_수능_12.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,13,10한사2-01-03,일제강점기,수업형,교사 지도·지도 해설,"연해주, 신한촌, 이동휘, 대한 광복군 정부, 강제 이주",1,연해주에서 권업회 조직,output/images/mock/2024(2025)_고3_한국사_수능_13.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,14,10한사1-03-01,개항기,자료 제시형,고지도·유물 해설,"척화비, 신미양요, 강화도, 통상 수교 거부, 제너럴셔먼호 사건",3,신미양요의 배경이 된 제너럴셔먼호 사건,output/images/mock/2024(2025)_고3_한국사_수능_14.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,15,10한사2-01-05,일제강점기,자료 제시형,문헌 자료,"한국 광복군, 대한민국 임시 정부, 인도·임팔, 영국군, 1940년 창설",2,한국 광복군의 국내 진공 작전 계획,output/images/mock/2024(2025)_고3_한국사_수능_15.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,16,10한사2-01-01,일제강점기,자료 제시형,사진·해설 복합 자료,"중일 전쟁, 금속 공출, 애국반, 탑골 공원, 군수 물자",2,전시 동원 체제 아래 신사 참배에 동원되는 학생,output/images/mock/2024(2025)_고3_한국사_수능_16.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,17,10한사2-02-03,현대,자료 제시형,호소문·성명서,"박종철, 4·13 호헌 조치, 6월 민주 항쟁, 민주 헌법 쟁취",4,6월 민주 항쟁 결과 대통령 직선제 개헌,output/images/mock/2024(2025)_고3_한국사_수능_17.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,18,10한사2-03-03,현대,자료 제시형,연표·기념일 안내 자료,"3당 합당, 여소야대, 민주 정의당, 민주 자유당, 노태우 정부",3,노태우 정부 시기 남북 기본 합의서 채택,output/images/mock/2024(2025)_고3_한국사_수능_18.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,19,10한사2-02-01,현대,자료 제시형,문헌·연표 복합 자료,"김구, 김규식, 남북 협상, 미·소 양군 철수, 통일 정부 수립",2,8·15 광복 이후 제헌 국회 출범 이전(나) 시기의 남북 협상,output/images/mock/2024(2025)_고3_한국사_수능_19.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
2024(2025),고3,한국사,수능,20,10한사2-03-02,현대,자료 제시형,편지·회고 자료,"IMF, 외환 위기, 1998년, 경제 위기 극복",1,외환 위기 극복 노력,output/images/mock/2024(2025)_고3_한국사_수능_20.png,input\pdf\수능\(2025)한국사(수능)검사지.pdf,2026-07-14T14:03:32+09:00
