연도,학년,과목,문형,문항번호,성취기준_코드,시대,문제형식,세부형식,자료핵심요소,정답,정답핵심요소,이미지경로,원본PDF,처리일시
2023,공통,한국사,63회심화,43,,현대,자료 제시형,기념일·사진,"2·28 민주 운동, 장면 유세, 3·15 의거",5,진보당 조봉암 구속,output/images/hancert/2023_공통_한국사_63회심화_43.png,input/pdf/한능검/(63회)한국사(심화)검사지.pdf,2026-07-12T22:42:47+09:00
2023,공통,한국사,63회심화,44,,현대,자료 제시형,헌법 조문 비교·시기 사이,"3선 개헌, 유신 헌법·통일주체국민회의",4,7·4 남북 공동 성명,output/images/hancert/2023_공통_한국사_63회심화_44.png,input/pdf/한능검/(63회)한국사(심화)검사지.pdf,2026-07-12T22:42:47+09:00
2023,공통,한국사,63회심화,45,,현대,영상자료형,TV 뉴스,"전태일 분신, 평화시장, 근로기준법",1,함평 고구마 피해 보상 운동,output/images/hancert/2023_공통_한국사_63회심화_45.png,input/pdf/한능검/(63회)한국사(심화)검사지.pdf,2026-07-12T22:42:47+09:00
2023,공통,한국사,63회심화,46,,고려,자료 제시형,문화유산 검색·유물 선지,"부석사 무량수전, 소조불상, 고려",5,부석사 소조 여래 좌상,output/images/hancert/2023_공통_한국사_63회심화_46.png,input/pdf/한능검/(63회)한국사(심화)검사지.pdf,2026-07-12T22:42:47+09:00
2023,공통,한국사,63회심화,47,,조선,자료 제시형,복합 전투·순서,"처인성·살리타, 평양 함락, 용골산성, 동래성",3,(나)-(가)-(라)-(다),output/images/hancert/2023_공통_한국사_63회심화_47.png,input/pdf/한능검/(63회)한국사(심화)검사지.pdf,2026-07-12T22:42:47+09:00
2023,공통,한국사,63회심화,48,,조선,자료 제시형,지역사,"송상현·동래성, 임진왜란",1,내상 무역 활동(부산),output/images/hancert/2023_공통_한국사_63회심화_48.png,input/pdf/한능검/(63회)한국사(심화)검사지.pdf,2026-07-12T22:42:47+09:00
2023,공통,한국사,63회심화,49,,현대,대화형,사진전·2인 대화,"박종철, 4·13 호헌, 호헌철폐·독재타도",2,5년 단임 직선제 개헌,output/images/hancert/2023_공통_한국사_63회심화_49.png,input/pdf/한능검/(63회)한국사(심화)검사지.pdf,2026-07-12T22:42:47+09:00
2023,공통,한국사,63회심화,50,,현대,자료 제시형,선언문,"7·7 선언, 민족 내부 교역, 노태우 정부",4,남북한 UN 동시 가입,output/images/hancert/2023_공통_한국사_63회심화_50.png,input/pdf/한능검/(63회)한국사(심화)검사지.pdf,2026-07-12T22:42:47+09:00
2023,공통,한국사,64회심화,1,,삼국시대 이전,대화형,화면 유물·2인 대화,"갈돌·갈판, 빗살무늬 토기, 농경·정착",5,가락바퀴·뼈바늘로 옷 제작,output/images/hancert/2023_공통_한국사_64회심화_1.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,2,,삼국시대 이전,자료 제시형,복합 문헌,"왕 책무론, 마가·우가·구가, 사출도",1,영고 제천 행사,output/images/hancert/2023_공통_한국사_64회심화_2.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,3,,삼국시대,영상자료형,생방송·대화창,"안악 3호분 벽화, 경당, 제가 회의",3,진대법 실시,output/images/hancert/2023_공통_한국사_64회심화_3.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,4,,삼국시대,자료 제시형,문화유산 DB·유물 선지,"부여 능산리 절터, 불교·도교 사상",5,백제 금동대향로,output/images/hancert/2023_공통_한국사_64회심화_4.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,5,,삼국시대,영상자료형,한국사 채널·지역 소개,"금관가야 후손, 진평왕~문무왕, 흥무대왕",3,비담·염종 난 진압,output/images/hancert/2023_공통_한국사_64회심화_5.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,6,,삼국시대,대화형,학생 3인 대화,"무령왕 후계, 22부, 관산성 전투",2,웅진→사비 천도,output/images/hancert/2023_공통_한국사_64회심화_6.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,7,,삼국시대,역사 장면형,시기 사이·장면 대화,"안시성 전투, 연남건·연남생",4,김춘추 나당 동맹,output/images/hancert/2023_공통_한국사_64회심화_7.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,8,,남북국시대,자료 제시형,지도·발표 화면,"5경, 솔빈부 말, 이정기",5,거란도·영주도 교역,output/images/hancert/2023_공통_한국사_64회심화_8.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,9,,남북국시대,자료 제시형,고문헌·이후 사실,"청해진 궁복, 염장, 삼국사기",2,최치원 시무책 10여 조,output/images/hancert/2023_공통_한국사_64회심화_9.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,10,,고려,자료 제시형,데이터베이스·인물 검색,"송악 건국, 마진·무태, 철원 천도",4,광평성 등 정치 기구,output/images/hancert/2023_공통_한국사_64회심화_10.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,11,,고려,자료 제시형,복합 문헌·시기 사이,"만부교 사건, 양규·흥화진",1,광군 조직,output/images/hancert/2023_공통_한국사_64회심화_11.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,12,,고려,실내전시형,묘지명 전시·연표,"이자연 묘지명, 척준경, 이자겸의 난",1,(가) 별무반~묘청의 난 사이,output/images/hancert/2023_공통_한국사_64회심화_12.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,13,,고려,수업형,홀로그램 역사 인물,"동북 9성, 해동 천태종, 화폐 유통",5,경시서·시전 감독,output/images/hancert/2023_공통_한국사_64회심화_13.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,14,,고려,대화형,학생 2인·능 사진,"홍릉·강화 천도, 몽골 침략",1,정방 설치(최우),output/images/hancert/2023_공통_한국사_64회심화_14.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,15,,고려,역사 장면형,관인 대화·이후 사실,"원 공주 혼인, 변발·호복, 일본 원정",5,쌍성총관부 수복,output/images/hancert/2023_공통_한국사_64회심화_15.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,16,,고려,자료 제시형,특별 사진전·문화유산,"수덕사 대웅전, 수월관음도",4,"법주사 팔상전(조선, 부적절)",output/images/hancert/2023_공통_한국사_64회심화_16.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,17,,조선,자료 제시형,이달의 책·문헌,"동국정운, 집현전, 신숙주·박팽년",1,갑인자 제작,output/images/hancert/2023_공통_한국사_64회심화_17.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,18,,조선,자료 제시형,달빛기행·궁궐 안내,"유네스코 궁궐, 돈화문·인정전·후원",5,태종 한양 재천도 후 창덕궁 건립,output/images/hancert/2023_공통_한국사_64회심화_18.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,19,,조선,자료 제시형,단일 문헌,"약문·약계·약법, 율곡전서",4,풍속 교화·향촌 자치(향약),output/images/hancert/2023_공통_한국사_64회심화_19.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,20,,조선,자료 제시형,단일 문헌·시기 모습,"비변사, 채은관, 민간 광산",5,고추·담배 재배,output/images/hancert/2023_공통_한국사_64회심화_20.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,21,,조선,자료 제시형,상소·기구 설치,"안핵사 박규수, 삼정이정청",5,임술 농민 봉기(진주),output/images/hancert/2023_공통_한국사_64회심화_21.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,22,,조선,자료 제시형,문헌·시기,"동문선, 팔도지리지, 팔도총도",3,국조오례의 편찬,output/images/hancert/2023_공통_한국사_64회심화_22.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,23,,조선,자료 제시형,복합 사건·시기,"중종반정, 기묘사화, 삼포왜란",4,위훈 삭제·조광조 제거,output/images/hancert/2023_공통_한국사_64회심화_23.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,24,,조선,자료 제시형,학습 화면·의병장,조헌·김천일·정문부·사명대사,2,송상현 동래성 항전,output/images/hancert/2023_공통_한국사_64회심화_24.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,25,,조선,자료 제시형,풍속화·문화,김홍도 풍속화,2,"수시력(고려, 옳지 않음)",output/images/hancert/2023_공통_한국사_64회심화_25.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,26,,조선,자료 제시형,법전·왕대,"대전통편, 원전·속전",1,초계문신제,output/images/hancert/2023_공통_한국사_64회심화_26.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,27,,조선,자료 제시형,인물·저작,"강진 유배, 목민심서, 경세유표",5,거중기 설계,output/images/hancert/2023_공통_한국사_64회심화_27.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,28,,개항기,자료 제시형,사건 서술,"대동강 이양선 격침, 제너럴 셔먼호",2,신미양요 발단,output/images/hancert/2023_공통_한국사_64회심화_28.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,29,,개항기,자료 제시형,월간지 특집·인물,"대원군 하야 상소, 지부복궐척화의소, 단발령",3,을사늑약 반대 태인 의병,output/images/hancert/2023_공통_한국사_64회심화_29.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,30,,개항기,자료 제시형,사건·개혁,"갑신정변, 우정총국",3,개화파 정변·14개조 정강,output/images/hancert/2023_공통_한국사_64회심화_30.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,31,,개항기,자료 제시형,개혁안·보기 선택,"군국기무처, 제1차 갑오개혁",4,"탁지아문·조혼 금지(ㄴ,ㄹ)",output/images/hancert/2023_공통_한국사_64회심화_31.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,32,,개항기,자료 제시형,단체·행사,"독립관, 관민공동회, 헌의 6조",2,절영도 조차 반대(독립협회),output/images/hancert/2023_공통_한국사_64회심화_32.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,33,,개항기,자료 제시형,학교 규칙·시기,"한성 사범 학교, 교육입국조서",3,오산학교 설립(이후),output/images/hancert/2023_공통_한국사_64회심화_33.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,34,,개항기,대화형,인물 대화·신문,"양기탁·베델, 헐버트, 경천사 탑",3,국채 보상 운동 확산(대한매일신보),output/images/hancert/2023_공통_한국사_64회심화_34.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,35,,개항기,역사 토론형,안중근·러일전쟁,"이토 히로부미, 포츠머스 조약",4,"기유각서(전쟁 후, 옳지 않음)",output/images/hancert/2023_공통_한국사_64회심화_35.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,36,,일제강점기,자료 제시형,조서·법령,"임시 토지 조사국, 토지 신고",1,회사령 공포,output/images/hancert/2023_공통_한국사_64회심화_36.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,37,,일제강점기,자료 제시형,단체 활동,"민중 대회, 광주 학생 항일 운동, 지회 지침",2,민족 협동 전선(신간회),output/images/hancert/2023_공통_한국사_64회심화_37.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,38,,일제강점기,대화형,2인 대화·운동,"평양 조만식, 조선 사람·조선 것",2,조선 관세령 폐지·물산 장려,output/images/hancert/2023_공통_한국사_64회심화_38.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,39,,일제강점기,자료 제시형,전시 동원·시기,"태평양 전쟁, 징용·근로보국대",2,몸빼·애국반,output/images/hancert/2023_공통_한국사_64회심화_39.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,40,,일제강점기,자료 제시형,인물·한글 운동,"조선어 연구회, 조선어 학회 사건",1,한글 맞춤법 통일안 참여(이윤재),output/images/hancert/2023_공통_한국사_64회심화_40.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,41,,일제강점기,자료 제시형,무장 부대,"충칭, 지청천, 한국 광복군",1,OSS 연계 국내 진공 작전,output/images/hancert/2023_공통_한국사_64회심화_41.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,42,,현대,대화형,시기 사이·좌우 대화,"이승만 정읍 발언, 제2차 미소 공동 위원회",4,좌우합작 7원칙 발표,output/images/hancert/2023_공통_한국사_64회심화_42.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,43,,조선,자료 제시형,지방 제도 변천,"9주 5소경, 5도 양계, 8도, 23부",2,"ㄱ,ㄷ (신문왕·조선 관찰사)",output/images/hancert/2023_공통_한국사_64회심화_43.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,44,,현대,자료 제시형,전쟁·이후 사실,"1·4 후퇴, 서울 철수",1,한미 상호 방위 조약,output/images/hancert/2023_공통_한국사_64회심화_44.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,45,,현대,자료 제시형,사건·경제,광주 대단지 사건,1,경부고속도로 개통,output/images/hancert/2023_공통_한국사_64회심화_45.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,46,,현대,자료 제시형,복합 민주화 운동,"4·19 혁명, 6월 민주 항쟁",3,직선제·5년 단임 개헌,output/images/hancert/2023_공통_한국사_64회심화_46.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,47,,현대,자료 제시형,긴급조치·유신,대통령 긴급조치,5,3·1 민주 구국 선언,output/images/hancert/2023_공통_한국사_64회심화_47.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,48,,현대,자료 제시형,연설문·통일,"남북 정상 회담, 김대중 정부",1,개성 공업 지구 합의,output/images/hancert/2023_공통_한국사_64회심화_48.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,49,,개항기,자료 제시형,외교 인물 짝,"강수, 서희, 이예, 김홍집, 김규식",4,보빙사 전권대신 민영익,output/images/hancert/2023_공통_한국사_64회심화_49.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,64회심화,50,,고려,자료 제시형,지역사,"안동, 봉정사, 도산 서원",3,공민왕 홍건적 피란(복주),output/images/hancert/2023_공통_한국사_64회심화_50.png,input/pdf/한능검/(64회)한국사(심화)검사지.pdf,2026-07-12T22:43:03+09:00
2023,공통,한국사,65회심화,1,,삼국시대 이전,자료 제시형,송국리 축제 포스터,"송국리, 비파형 동검, 민무늬, 환호",2,고인돌 축조,output/images/hancert/2023_공통_한국사_65회심화_1.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,2,,삼국시대 이전,자료 제시형,한서 문헌,"우거, 왕검성, 한 사군, 고조선",5,범금 8조,output/images/hancert/2023_공통_한국사_65회심화_2.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,3,,삼국시대,자료 제시형,이달의 역사 인물,"문주왕, 한성 함락, 웅진 천도",2,무령왕릉 답사,output/images/hancert/2023_공통_한국사_65회심화_3.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,4,,삼국시대,자료 제시형,박물관 DB·호우총,"호우총, 광개토왕 명문",1,호우명 그릇,output/images/hancert/2023_공통_한국사_65회심화_4.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,5,,삼국시대,자료 제시형,문헌·이후 사실,"근초고왕 평양 공격, 고국원왕 전사",3,소수림왕 불교·율령,output/images/hancert/2023_공통_한국사_65회심화_5.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,6,,삼국시대,자료 제시형,복합 문헌·시기 사이,"백강 전투, 매소성",5,검모잠·안승 부흥,output/images/hancert/2023_공통_한국사_65회심화_6.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,7,,남북국시대,자료 제시형,신당서 문헌,"대조영, 무예, 해동성국, 5경",4,인안·대흥 연호,output/images/hancert/2023_공통_한국사_65회심화_7.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,8,,남북국시대,메신저형,SNS·서악서원,"설총, 이두, 원효 아들",5,화왕계 저술,output/images/hancert/2023_공통_한국사_65회심화_8.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,9,,남북국시대,자료 제시형,민애왕 사리호 안내,"혜공왕 이후 왕위 쟁탈, 민애왕",5,청해진 해적 소탕,output/images/hancert/2023_공통_한국사_65회심화_9.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,10,,고려,자료 제시형,탐구 활동 보고서,"순식, 정계·계백료서, 흑창, 태조",1,역분전 지급,output/images/hancert/2023_공통_한국사_65회심화_10.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,11,,고려,자료 제시형,12목·연표,"성종, 12목 설치",2,(나) 왕규의 난~강조의 정변,output/images/hancert/2023_공통_한국사_65회심화_11.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,12,,고려,답사형,심향사·현종 안내,"거란 침입, 나주 피난, 초조대장경",3,개경 나성 축조,output/images/hancert/2023_공통_한국사_65회심화_12.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,13,,고려,자료 제시형,왕후·의천 소개,"문종 아들, 교장총록, 의천",1,해동 천태종 개창,output/images/hancert/2023_공통_한국사_65회심화_13.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,14,,고려,자료 제시형,복합 문헌·순서,"이자겸, 묘청, 무신정변",4,(나)-(다)-(가),output/images/hancert/2023_공통_한국사_65회심화_14.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,15,,고려,자료 제시형,기철·정치도감 문헌,"기삼만, 정동행성 이문소",3,도평의사사 회의,output/images/hancert/2023_공통_한국사_65회심화_15.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,16,,고려,자료 제시형,송사·벽란정 항로,"예성강, 벽란정, 개경",2,활구·은병 주조,output/images/hancert/2023_공통_한국사_65회심화_16.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,17,,고려,영상자료형,한국사 교실·건축,"예산, 주심포, 충렬왕 34년",1,수덕사 대웅전,output/images/hancert/2023_공통_한국사_65회심화_17.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,18,,고려,대화형,요동 정벌 대화,"최영, 철령위, 요동 정벌",3,위화도 회군,output/images/hancert/2023_공통_한국사_65회심화_18.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,19,,조선,메신저형,경국대전 메신저,"경국대전 완성, 성종",3,홍문관·경연,output/images/hancert/2023_공통_한국사_65회심화_19.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,20,,조선,자료 제시형,명종 문헌·탐구 매칭,"문정왕후, 을사사화, 윤임",5,을사사화·윤임 축출,output/images/hancert/2023_공통_한국사_65회심화_20.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,21,,조선,자료 제시형,단종 유배 교지,"성삼문, 노산군, 영월",3,계유정난,output/images/hancert/2023_공통_한국사_65회심화_21.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,22,,조선,실내전시형,메타버스 회화전,"안견, 안평대군 꿈",1,몽유도원도,output/images/hancert/2023_공통_한국사_65회심화_22.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,23,,조선,자료 제시형,충렬록·이달의 책,"김상용, 강화 함락, 병자호란",3,김준룡 광교산 승리,output/images/hancert/2023_공통_한국사_65회심화_23.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,24,,조선,자료 제시형,정조 시·화성,"사도세자, 화성, 현륭원",5,신해통공,output/images/hancert/2023_공통_한국사_65회심화_24.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,25,,조선,자료 제시형,국조보감·대동법,"이원익, 선혜청, 방납",5,공인 등장 배경,output/images/hancert/2023_공통_한국사_65회심화_25.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,26,,조선,자료 제시형,대일 관계·순서,"여몽 일본 원정, 진포, 대마도, 진주성",4,(나)-(다)-(가)-(라),output/images/hancert/2023_공통_한국사_65회심화_26.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,27,,조선,인터뷰형,성호사설 가상 인터뷰,"이익, 6가지 좀, 과업",4,곽우록·한전론,output/images/hancert/2023_공통_한국사_65회심화_27.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,28,,조선,대화형,판소리·한글소설,"수궁가, 신재효, 조선 후기",1,계미자는 조선 전기,output/images/hancert/2023_공통_한국사_65회심화_28.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,29,,개항기,자료 제시형,복합 문헌·시기 사이,"대원군 봉작, 척화비",4,오페르트 도굴 시도,output/images/hancert/2023_공통_한국사_65회심화_29.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,30,,개항기,영상자료형,TV·하도감 터,"교련병대, 구식 군인, 임오군란",5,일본 공사관 경비병 주둔,output/images/hancert/2023_공통_한국사_65회심화_30.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,31,,개항기,자료 제시형,복합 문헌·시기 사이,"보은 집회, 황토현",4,고부·만석보 파괴,output/images/hancert/2023_공통_한국사_65회심화_31.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,32,,개항기,자료 제시형,헤이그 전보·연표,"이준·이상설·이위종, 1907",5,(마) 러일전쟁~국권피탈,output/images/hancert/2023_공통_한국사_65회심화_32.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,33,,개항기,자료 제시형,13도 창의군 문헌,"이인영, 허위, 서울 진군",5,고종 퇴위·군대 해산 반발,output/images/hancert/2023_공통_한국사_65회심화_33.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,34,,개항기,자료 제시형,아관파천 환궁 상소,"러시아 공사관, 환궁",3,대한국 국제 반포,output/images/hancert/2023_공통_한국사_65회심화_34.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,35,,개항기,수업형,경제 침탈 저항 발표,"황국중앙총상회, 보안회, 국채보상",1,(가)-(나)-(다),output/images/hancert/2023_공통_한국사_65회심화_35.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,36,,개항기,자료 제시형,절영도 요구 문헌,"절영도 석탄고, 독립협회",3,중추원 개편·의회 추진,output/images/hancert/2023_공통_한국사_65회심화_36.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,37,,개항기,답사형,근대 현장 답사 계획서,"기기창, 제중원, 박문국, 중명전, 원각사",4,중명전·을사늑약,output/images/hancert/2023_공통_한국사_65회심화_37.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
2023,공통,한국사,65회심화,38,,일제강점기,자료 제시형,판결문·태형령,"조선 태형령, 1910년대",4,헌병 경찰제,output/images/hancert/2023_공통_한국사_65회심화_38.png,input/pdf/한능검/(65회)한국사(심화)검사지.pdf,2026-07-12T22:43:18+09:00
